   Time             I(L7)             i_out_M_BB1       udc_BB1           i_pred_BB1        iL_BB1            Uref_BB1          pwmBB1            i_ref_BB1       
  1.640000000E-03   1.811466370E+01   3.644208334E+00   1.822104566E+02   0.000000000E+00   1.922826007E+01   2.400000000E+02   1.000000000E+00   1.948466110E+01 
  1.650000000E-03   1.943525746E+01   3.659228057E+00   1.829614429E+02   0.000000000E+00   1.811466370E+01   2.400000000E+02   1.000000000E+00   1.946839714E+01 
  1.660000000E-03   2.075497106E+01   3.655571561E+00   1.827786177E+02   0.000000000E+00   1.943525747E+01   2.400000000E+02   1.000000000E+00   1.945452881E+01 
  1.670000000E-03   2.207402492E+01   3.651918703E+00   1.825959752E+02   0.000000000E+00   2.075497106E+01   2.400000000E+02   0.000000000E+00   1.946734047E+01 
  1.680000000E-03   2.095218653E+01   3.648268589E+00   1.824134696E+02   0.000000000E+00   2.207402493E+01   2.400000000E+02   0.000000000E+00   1.950628281E+01 
  1.690000000E-03   1.981995973E+01   3.665840367E+00   1.832920587E+02   0.000000000E+00   2.095218653E+01   2.400000000E+02   0.000000000E+00   1.954641914E+01 
  1.700000000E-03   1.868042569E+01   3.682265763E+00   1.841133283E+02   0.000000000E+00   1.981995972E+01   2.400000000E+02   1.000000000E+00   1.956321144E+01 
  1.710000000E-03   2.000064237E+01   3.697825889E+00   1.848913347E+02   0.000000000E+00   1.868042568E+01   2.400000000E+02   1.000000000E+00   1.955695152E+01 
  1.720000000E-03   2.131997916E+01   3.694130825E+00   1.847065811E+02   0.000000000E+00   2.000064238E+01   2.400000000E+02   0.000000000E+00   1.955262375E+01 
  1.730000000E-03   2.017095023E+01   3.690439428E+00   1.845220121E+02   0.000000000E+00   2.131997917E+01   2.400000000E+02   0.000000000E+00   1.957477760E+01 
  1.740000000E-03   1.901210773E+01   3.707195177E+00   1.853597994E+02   0.000000000E+00   2.017095022E+01   2.400000000E+02   0.000000000E+00   1.959819221E+01 
  1.750000000E-03   1.784639954E+01   3.722778601E+00   1.861389710E+02   0.000000000E+00   1.901210773E+01   2.400000000E+02   1.000000000E+00   1.959805870E+01 
  1.760000000E-03   1.916717209E+01   3.737477705E+00   1.868739264E+02   0.000000000E+00   1.784639954E+01   2.400000000E+02   1.000000000E+00   1.957468224E+01 
  1.770000000E-03   2.048706437E+01   3.733743014E+00   1.866871916E+02   0.000000000E+00   1.916717208E+01   2.400000000E+02   1.000000000E+00   1.955332375E+01 
  1.780000000E-03   2.180629681E+01   3.730012054E+00   1.865006435E+02   0.000000000E+00   2.048706438E+01   2.400000000E+02   0.000000000E+00   1.955879974E+01 
  1.790000000E-03   2.063284253E+01   3.726283893E+00   1.863142351E+02   0.000000000E+00   2.180629683E+01   2.400000000E+02   0.000000000E+00   1.959055710E+01 
  1.800000000E-03   1.944931572E+01   3.743471474E+00   1.871736148E+02   0.000000000E+00   2.063284253E+01   2.400000000E+02   0.000000000E+00   1.962313652E+01 
  1.810000000E-03   1.825873957E+01   3.759461713E+00   1.879731270E+02   0.000000000E+00   1.944931571E+01   2.400000000E+02   1.000000000E+00   1.963149452E+01 
  1.820000000E-03   1.957923730E+01   3.774548723E+00   1.887274772E+02   0.000000000E+00   1.825873957E+01   2.400000000E+02   1.000000000E+00   1.961594582E+01 
  1.830000000E-03   2.089885495E+01   3.770776971E+00   1.885388902E+02   0.000000000E+00   1.957923730E+01   2.400000000E+02   1.000000000E+00   1.960200691E+01 
  1.840000000E-03   2.221781290E+01   3.767009005E+00   1.883504917E+02   0.000000000E+00   2.089885496E+01   2.400000000E+02   0.000000000E+00   1.961474800E+01 
  1.850000000E-03   2.101927795E+01   3.763243868E+00   1.881622345E+02   0.000000000E+00   2.221781290E+01   2.400000000E+02   0.000000000E+00   1.965361977E+01 
  1.860000000E-03   1.981046307E+01   3.780786948E+00   1.890393887E+02   0.000000000E+00   2.101927794E+01   2.400000000E+02   0.000000000E+00   1.969291878E+01 
  1.870000000E-03   1.859445412E+01   3.797107105E+00   1.898553967E+02   0.000000000E+00   1.981046307E+01   2.400000000E+02   1.000000000E+00   1.970735741E+01 
  1.880000000E-03   1.991472810E+01   3.812504730E+00   1.906252784E+02   0.000000000E+00   1.859445412E+01   2.400000000E+02   1.000000000E+00   1.969725990E+01 
  1.890000000E-03   2.123412215E+01   3.808695070E+00   1.904347951E+02   0.000000000E+00   1.991472810E+01   2.400000000E+02   1.000000000E+00   1.968840599E+01 
  1.900000000E-03   2.255285661E+01   3.804889204E+00   1.902445021E+02   0.000000000E+00   2.123412216E+01   2.400000000E+02   0.000000000E+00   1.970612717E+01 
  1.910000000E-03   2.132874282E+01   3.801086223E+00   1.900543518E+02   0.000000000E+00   2.255285662E+01   2.400000000E+02   0.000000000E+00   1.974987411E+01 
  1.920000000E-03   2.009419400E+01   3.818907096E+00   1.909453968E+02   0.000000000E+00   2.132874282E+01   2.400000000E+02   0.000000000E+00   1.979369354E+01 
  1.930000000E-03   1.885234567E+01   3.835479113E+00   1.917739980E+02   0.000000000E+00   2.009419399E+01   2.400000000E+02   0.000000000E+00   1.981204987E+01 
  1.940000000E-03   1.760132899E+01   3.851109071E+00   1.925554958E+02   0.000000000E+00   1.885234566E+01   2.400000000E+02   1.000000000E+00   1.980527496E+01 
  1.950000000E-03   1.892226487E+01   3.865477602E+00   1.932739221E+02   0.000000000E+00   1.760132898E+01   2.400000000E+02   1.000000000E+00   1.977370644E+01 
  1.960000000E-03   2.024232037E+01   3.861614999E+00   1.930807921E+02   0.000000000E+00   1.892226487E+01   2.400000000E+02   1.000000000E+00   1.974346733E+01 
  1.970000000E-03   2.156171596E+01   3.857756255E+00   1.928878551E+02   0.000000000E+00   2.024232039E+01   2.400000000E+02   0.000000000E+00   1.974024391E+01 
  1.980000000E-03   2.030360362E+01   3.853900424E+00   1.926950627E+02   0.000000000E+00   2.156171597E+01   2.400000000E+02   0.000000000E+00   1.976347923E+01 
  1.990000000E-03   1.903580721E+01   3.870652613E+00   1.935326727E+02   0.000000000E+00   2.030360361E+01   2.400000000E+02   0.000000000E+00   1.978686333E+01 
  2.000000000E-03   1.776128747E+01   3.886123579E+00   1.943062217E+02   0.000000000E+00   1.903580720E+01   2.400000000E+02   1.000000000E+00   1.978452110E+01 
  2.010000000E-03   1.908211675E+01   3.900628734E+00   1.950314792E+02   0.000000000E+00   1.776128747E+01   2.400000000E+02   1.000000000E+00   1.975680161E+01 
  2.020000000E-03   2.040206571E+01   3.896731016E+00   1.948365930E+02   0.000000000E+00   1.908211675E+01   2.400000000E+02   1.000000000E+00   1.973009872E+01 
  2.030000000E-03   2.172135482E+01   3.892837171E+00   1.946419015E+02   0.000000000E+00   2.040206572E+01   2.400000000E+02   0.000000000E+00   1.973033905E+01 
  2.040000000E-03   2.043972944E+01   3.888946267E+00   1.944473560E+02   0.000000000E+00   2.172135483E+01   2.400000000E+02   0.000000000E+00   1.975696564E+01 
  2.050000000E-03   1.914837628E+01   3.905805343E+00   1.952903099E+02   0.000000000E+00   2.043972944E+01   2.400000000E+02   0.000000000E+00   1.978343773E+01 
  2.060000000E-03   1.785027684E+01   3.921359564E+00   1.960680211E+02   0.000000000E+00   1.914837627E+01   2.400000000E+02   1.000000000E+00   1.978364944E+01 
  2.070000000E-03   1.917104681E+01   3.935930216E+00   1.967965542E+02   0.000000000E+00   1.785027683E+01   2.400000000E+02   1.000000000E+00   1.975796318E+01 
  2.080000000E-03   2.049093650E+01   3.931997227E+00   1.965999042E+02   0.000000000E+00   1.917104682E+01   2.400000000E+02   1.000000000E+00   1.973301697E+01 
  2.090000000E-03   2.181016637E+01   3.928068168E+00   1.964034507E+02   0.000000000E+00   2.049093651E+01   2.400000000E+02   0.000000000E+00   1.973497581E+01 
  2.100000000E-03   2.050501074E+01   3.924142035E+00   1.962071445E+02   0.000000000E+00   2.181016637E+01   2.400000000E+02   0.000000000E+00   1.976328659E+01 
  2.110000000E-03   1.919013083E+01   3.941037043E+00   1.970518954E+02   0.000000000E+00   2.050501072E+01   2.400000000E+02   0.000000000E+00   1.979117203E+01 
  2.120000000E-03   1.786851707E+01   3.956603656E+00   1.978302262E+02   0.000000000E+00   1.919013083E+01   2.400000000E+02   1.000000000E+00   1.979229927E+01 
  2.130000000E-03   1.918927488E+01   3.971169072E+00   1.985584971E+02   0.000000000E+00   1.786851706E+01   2.400000000E+02   1.000000000E+00   1.976704025E+01 
  2.140000000E-03   2.050915243E+01   3.967200868E+00   1.983600865E+02   0.000000000E+00   1.918927488E+01   2.400000000E+02   1.000000000E+00   1.974227715E+01 
  2.150000000E-03   2.182837015E+01   3.963236608E+00   1.981618741E+02   0.000000000E+00   2.050915244E+01   2.400000000E+02   0.000000000E+00   1.974441528E+01 
  2.160000000E-03   2.049980814E+01   3.959275347E+00   1.979638103E+02   0.000000000E+00   2.182837015E+01   2.400000000E+02   0.000000000E+00   1.977290154E+01 
  2.170000000E-03   1.916157206E+01   3.976135893E+00   1.988068382E+02   0.000000000E+00   2.049980813E+01   2.400000000E+02   0.000000000E+00   1.980072594E+01 
  2.180000000E-03   1.781664947E+01   3.991644732E+00   1.995822799E+02   0.000000000E+00   1.916157206E+01   2.400000000E+02   1.000000000E+00   1.980132484E+01 
  2.190000000E-03   1.913744185E+01   4.006134915E+00   2.003067900E+02   0.000000000E+00   1.781664947E+01   2.400000000E+02   1.000000000E+00   1.977507973E+01 
  2.200000000E-03   2.045735394E+01   4.002131774E+00   2.001066324E+02   0.000000000E+00   1.913744185E+01   2.400000000E+02   1.000000000E+00   1.974911880E+01 
  2.210000000E-03   2.177660619E+01   3.998132627E+00   1.999066748E+02   0.000000000E+00   2.045735395E+01   2.400000000E+02   0.000000000E+00   1.975008392E+01 
  2.220000000E-03   2.042490052E+01   3.994136463E+00   1.997068670E+02   0.000000000E+00   2.177660620E+01   2.400000000E+02   0.000000000E+00   1.977742195E+01 
  2.230000000E-03   1.906361692E+01   4.010893107E+00   2.005446993E+02   0.000000000E+00   2.042490051E+01   2.400000000E+02   0.000000000E+00   1.980388832E+01 
  2.240000000E-03   1.769572840E+01   4.026275079E+00   2.013137979E+02   0.000000000E+00   1.906361692E+01   2.400000000E+02   1.000000000E+00   1.980269623E+01 
  2.250000000E-03   1.901660137E+01   4.040621278E+00   2.020311081E+02   0.000000000E+00   1.769572839E+01   2.400000000E+02   1.000000000E+00   1.977423668E+01 
  2.260000000E-03   2.033659400E+01   4.036583675E+00   2.018292274E+02   0.000000000E+00   1.901660137E+01   2.400000000E+02   1.000000000E+00   1.974587440E+01 
  2.270000000E-03   2.165592675E+01   4.032550095E+00   2.016275485E+02   0.000000000E+00   2.033659401E+01   2.400000000E+02   0.000000000E+00   1.974448967E+01 
  2.280000000E-03   2.028147594E+01   4.028519541E+00   2.014260208E+02   0.000000000E+00   2.165592676E+01   2.400000000E+02   0.000000000E+00   1.976952553E+01 
  2.290000000E-03   1.889758819E+01   4.045104177E+00   2.022552529E+02   0.000000000E+00   2.028147593E+01   2.400000000E+02   0.000000000E+00   1.979350853E+01 
  2.300000000E-03   1.750721054E+01   4.060291673E+00   2.030146288E+02   0.000000000E+00   1.889758819E+01   2.400000000E+02   1.000000000E+00   1.978942871E+01 
  2.310000000E-03   1.882820915E+01   4.074426698E+00   2.037213798E+02   0.000000000E+00   1.750721053E+01   2.400000000E+02   1.000000000E+00   1.975768852E+01 
  2.320000000E-03   2.014832734E+01   4.070355317E+00   2.035178101E+02   0.000000000E+00   1.882820915E+01   2.400000000E+02   1.000000000E+00   1.972588921E+01 
  2.330000000E-03   2.146778558E+01   4.066288000E+00   2.033144439E+02   0.000000000E+00   2.014832734E+01   2.400000000E+02   0.000000000E+00   1.972113609E+01 
  2.340000000E-03   2.007112014E+01   4.062223724E+00   2.031112301E+02   0.000000000E+00   2.146778559E+01   2.400000000E+02   0.000000000E+00   1.974287415E+01 
  2.350000000E-03   1.866520231E+01   4.078570015E+00   2.039285452E+02   0.000000000E+00   2.007112013E+01   2.400000000E+02   0.000000000E+00   1.976340485E+01 
  2.360000000E-03   1.725294191E+01   4.093497367E+00   2.046749129E+02   0.000000000E+00   1.866520229E+01   2.400000000E+02   1.000000000E+00   1.975550079E+01 
  2.370000000E-03   1.857410999E+01   4.107355977E+00   2.053678442E+02   0.000000000E+00   1.725294192E+01   2.400000000E+02   1.000000000E+00   1.971957207E+01 
  2.380000000E-03   1.989439753E+01   4.103251698E+00   2.051626293E+02   0.000000000E+00   1.857411000E+01   2.400000000E+02   1.000000000E+00   1.968345070E+01 
  2.390000000E-03   2.121402504E+01   4.099151496E+00   2.049576194E+02   0.000000000E+00   1.989439752E+01   2.400000000E+02   1.000000000E+00   1.967446709E+01 
  2.400000000E-03   2.253277290E+01   4.095054365E+00   2.047527633E+02   0.000000000E+00   2.121402505E+01   2.400000000E+02   0.000000000E+00   1.969206238E+01 
  2.410000000E-03   2.111573803E+01   4.090961340E+00   2.045481119E+02   0.000000000E+00   2.253277290E+01   2.400000000E+02   0.000000000E+00   1.973568916E+01 
  2.420000000E-03   1.968879541E+01   4.108327886E+00   2.054164393E+02   0.000000000E+00   2.111573802E+01   2.400000000E+02   0.000000000E+00   1.977746010E+01 
  2.430000000E-03   1.825502827E+01   4.124253621E+00   2.062127262E+02   0.000000000E+00   1.968879540E+01   2.400000000E+02   1.000000000E+00   1.978995705E+01 
  2.440000000E-03   1.957552847E+01   4.139093832E+00   2.069547371E+02   0.000000000E+00   1.825502825E+01   2.400000000E+02   1.000000000E+00   1.977359581E+01 
  2.450000000E-03   2.089514859E+01   4.134957834E+00   2.067479364E+02   0.000000000E+00   1.957552847E+01   2.400000000E+02   1.000000000E+00   1.975642967E+01 
  2.460000000E-03   2.221410901E+01   4.130825957E+00   2.065413425E+02   0.000000000E+00   2.089514859E+01   2.400000000E+02   0.000000000E+00   1.976600838E+01 
  2.470000000E-03   2.077365935E+01   4.126697178E+00   2.063349034E+02   0.000000000E+00   2.221410901E+01   2.400000000E+02   0.000000000E+00   1.980178070E+01 
  2.480000000E-03   1.932357665E+01   4.143692010E+00   2.071846458E+02   0.000000000E+00   2.077365936E+01   2.400000000E+02   0.000000000E+00   1.983562279E+01 
  2.490000000E-03   1.786688476E+01   4.159223224E+00   2.079612066E+02   0.000000000E+00   1.932357665E+01   2.400000000E+02   1.000000000E+00   1.983988190E+01 
  2.500000000E-03   1.918764366E+01   4.173651988E+00   2.086826452E+02   0.000000000E+00   1.786688475E+01   2.400000000E+02   1.000000000E+00   1.981498909E+01 
  2.510000000E-03   2.050752229E+01   4.169481457E+00   2.084741180E+02   0.000000000E+00   1.918764366E+01   2.400000000E+02   1.000000000E+00   1.978923416E+01 
  2.520000000E-03   2.182674110E+01   4.165315076E+00   2.082657991E+02   0.000000000E+00   2.050752229E+01   2.400000000E+02   0.000000000E+00   1.979040146E+01 
  2.530000000E-03   2.036380950E+01   4.161151821E+00   2.080576364E+02   0.000000000E+00   2.182674110E+01   2.400000000E+02   0.000000000E+00   1.981793594E+01 
  2.540000000E-03   1.889156285E+01   4.177708291E+00   2.088854601E+02   0.000000000E+00   2.036380950E+01   2.400000000E+02   0.000000000E+00   1.984348297E+01 
  2.550000000E-03   1.741295435E+01   4.192779343E+00   2.096390126E+02   0.000000000E+00   1.889156285E+01   2.400000000E+02   1.000000000E+00   1.983916664E+01 
  2.560000000E-03   1.873401578E+01   4.206731816E+00   2.103366367E+02   0.000000000E+00   1.741295435E+01   2.400000000E+02   1.000000000E+00   1.980542755E+01 
  2.570000000E-03   2.005419675E+01   4.202528217E+00   2.101264567E+02   0.000000000E+00   1.873401578E+01   2.400000000E+02   1.000000000E+00   1.977078819E+01 
  2.580000000E-03   2.137371774E+01   4.198328810E+00   2.099164867E+02   0.000000000E+00   2.005419677E+01   2.400000000E+02   0.000000000E+00   1.976325417E+01 
  2.590000000E-03   1.988936178E+01   4.194132572E+00   2.097066741E+02   0.000000000E+00   2.137371774E+01   2.400000000E+02   0.000000000E+00   1.978226852E+01 
  2.600000000E-03   1.839604969E+01   4.210187313E+00   2.105094118E+02   0.000000000E+00   1.988936177E+01   2.400000000E+02   1.000000000E+00   1.979925346E+01 
  2.610000000E-03   1.971645590E+01   4.224735989E+00   2.112368464E+02   0.000000000E+00   1.839604968E+01   2.400000000E+02   1.000000000E+00   1.978612328E+01 
  2.620000000E-03   2.103598210E+01   4.220514427E+00   2.110257669E+02   0.000000000E+00   1.971645592E+01   2.400000000E+02   1.000000000E+00   1.977152634E+01 
  2.630000000E-03   2.235484864E+01   4.216297043E+00   2.108148983E+02   0.000000000E+00   2.103598210E+01   2.400000000E+02   0.000000000E+00   1.978362083E+01 
  2.640000000E-03   2.085740118E+01   4.212082843E+00   2.106041877E+02   0.000000000E+00   2.235484864E+01   2.400000000E+02   0.000000000E+00   1.982185745E+01 
  2.650000000E-03   1.935037873E+01   4.229090266E+00   2.114545597E+02   0.000000000E+00   2.085740117E+01   2.400000000E+02   0.000000000E+00   1.985754204E+01 
  2.660000000E-03   1.783681429E+01   4.244577141E+00   2.122289036E+02   0.000000000E+00   1.935037874E+01   2.400000000E+02   1.000000000E+00   1.986246872E+01 
  2.670000000E-03   1.915759322E+01   4.258918977E+00   2.129459950E+02   0.000000000E+00   1.783681428E+01   2.400000000E+02   1.000000000E+00   1.983709145E+01 
  2.680000000E-03   2.047749189E+01   4.254663224E+00   2.127332076E+02   0.000000000E+00   1.915759323E+01   2.400000000E+02   1.000000000E+00   1.981029320E+01 
  2.690000000E-03   2.179673071E+01   4.250411720E+00   2.125206328E+02   0.000000000E+00   2.047749189E+01   2.400000000E+02   0.000000000E+00   1.981043816E+01 
  2.700000000E-03   2.027724932E+01   4.246163414E+00   2.123082173E+02   0.000000000E+00   2.179673072E+01   2.400000000E+02   0.000000000E+00   1.983697128E+01 
  2.710000000E-03   1.874862350E+01   4.262562570E+00   2.131281745E+02   0.000000000E+00   2.027724931E+01   2.400000000E+02   0.000000000E+00   1.986097145E+01 
  2.720000000E-03   1.721378710E+01   4.277420061E+00   2.138710493E+02   0.000000000E+00   1.874862350E+01   2.400000000E+02   1.000000000E+00   1.985401154E+01 
  2.730000000E-03   1.853498127E+01   4.291116966E+00   2.145558951E+02   0.000000000E+00   1.721378709E+01   2.400000000E+02   1.000000000E+00   1.981655502E+01 
  2.740000000E-03   1.985529490E+01   4.286829039E+00   2.143414989E+02   0.000000000E+00   1.853498128E+01   2.400000000E+02   1.000000000E+00   1.977771187E+01 
  2.750000000E-03   2.117494847E+01   4.282545419E+00   2.141273171E+02   0.000000000E+00   1.985529489E+01   2.400000000E+02   1.000000000E+00   1.976605988E+01 
  2.760000000E-03   2.249372238E+01   4.278264967E+00   2.139132957E+02   0.000000000E+00   2.117494847E+01   2.400000000E+02   0.000000000E+00   1.978104019E+01 
  2.770000000E-03   2.095490766E+01   4.273988836E+00   2.136994883E+02   0.000000000E+00   2.249372240E+01   2.400000000E+02   0.000000000E+00   1.982210541E+01 
  2.780000000E-03   1.940653560E+01   4.291042160E+00   2.145521555E+02   0.000000000E+00   2.095490765E+01   2.400000000E+02   0.000000000E+00   1.986014938E+01 
  2.790000000E-03   1.785165200E+01   4.306533569E+00   2.153267262E+02   0.000000000E+00   1.940653560E+01   2.400000000E+02   1.000000000E+00   1.986655998E+01 
  2.800000000E-03   1.917242105E+01   4.320848959E+00   2.160424952E+02   0.000000000E+00   1.785165200E+01   2.400000000E+02   1.000000000E+00   1.984181023E+01 
  2.810000000E-03   2.049230983E+01   4.316531331E+00   2.158266136E+02   0.000000000E+00   1.917242106E+01   2.400000000E+02   1.000000000E+00   1.981521416E+01 
  2.820000000E-03   2.181153878E+01   4.312218024E+00   2.156109477E+02   0.000000000E+00   2.049230984E+01   2.400000000E+02   0.000000000E+00   1.981555748E+01 
  2.830000000E-03   2.025094221E+01   4.307907929E+00   2.153954435E+02   0.000000000E+00   2.181153877E+01   2.400000000E+02   0.000000000E+00   1.984228516E+01 
  2.840000000E-03   1.868130088E+01   4.324229351E+00   2.162115145E+02   0.000000000E+00   2.025094220E+01   2.400000000E+02   0.000000000E+00   1.986606407E+01 
  2.850000000E-03   1.710554067E+01   4.338968168E+00   2.169484565E+02   0.000000000E+00   1.868130087E+01   2.400000000E+02   1.000000000E+00   1.985806465E+01 
  2.860000000E-03   1.842680699E+01   4.352515830E+00   2.176258393E+02   0.000000000E+00   1.710554068E+01   2.400000000E+02   1.000000000E+00   1.981877136E+01 
  2.870000000E-03   1.974719271E+01   4.348166570E+00   2.174083756E+02   0.000000000E+00   1.842680699E+01   2.400000000E+02   1.000000000E+00   1.977771950E+01 
  2.880000000E-03   2.106691834E+01   4.343821630E+00   2.171911291E+02   0.000000000E+00   1.974719271E+01   2.400000000E+02   1.000000000E+00   1.976390457E+01 
  2.890000000E-03   2.238576426E+01   4.339479958E+00   2.169740455E+02   0.000000000E+00   2.106691835E+01   2.400000000E+02   0.000000000E+00   1.977676773E+01 
  2.900000000E-03   2.080637064E+01   4.335142620E+00   2.167571788E+02   0.000000000E+00   2.238576427E+01   2.400000000E+02   0.000000000E+00   1.981575966E+01 
  2.910000000E-03   1.921759973E+01   4.351996552E+00   2.175998755E+02   0.000000000E+00   2.080637064E+01   2.400000000E+02   0.000000000E+00   1.985136604E+01 
  2.920000000E-03   1.762246889E+01   4.367248351E+00   2.183624649E+02   0.000000000E+00   1.921759973E+01   2.400000000E+02   1.000000000E+00   1.985457802E+01 
  2.930000000E-03   1.894339068E+01   4.381294076E+00   2.190647520E+02   0.000000000E+00   1.762246889E+01   2.400000000E+02   1.000000000E+00   1.982588768E+01 
  2.940000000E-03   2.026343211E+01   4.376916053E+00   2.188458504E+02   0.000000000E+00   1.894339069E+01   2.400000000E+02   1.000000000E+00   1.979502869E+01 
  2.950000000E-03   2.158281362E+01   4.372542392E+00   2.186271675E+02   0.000000000E+00   2.026343212E+01   2.400000000E+02   0.000000000E+00   1.979119682E+01 
  2.960000000E-03   1.998237113E+01   4.368172014E+00   2.184086485E+02   0.000000000E+00   2.158281363E+01   2.400000000E+02   0.000000000E+00   1.981383514E+01 
  2.970000000E-03   1.837314241E+01   4.384174773E+00   2.192087869E+02   0.000000000E+00   1.998237113E+01   2.400000000E+02   1.000000000E+00   1.983320999E+01 
  2.980000000E-03   1.969356390E+01   4.398555646E+00   2.199278310E+02   0.000000000E+00   1.837314241E+01   2.400000000E+02   1.000000000E+00   1.982010078E+01 
  2.990000000E-03   2.101310535E+01   4.394160371E+00   2.197080669E+02   0.000000000E+00   1.969356391E+01   2.400000000E+02   1.000000000E+00   1.980436516E+01 
  3.000000000E-03   2.233198714E+01   4.389769487E+00   2.194885225E+02   0.000000000E+00   2.101310535E+01   2.400000000E+02   0.000000000E+00   1.981534386E+01 
  3.010000000E-03   2.071921632E+01   4.385381899E+00   2.192691426E+02   0.000000000E+00   2.233198714E+01   2.400000000E+02   0.000000000E+00   1.985248756E+01 
  3.020000000E-03   1.909719295E+01   4.402106867E+00   2.201053912E+02   0.000000000E+00   2.071921631E+01   2.400000000E+02   0.000000000E+00   1.988595009E+01 
  3.030000000E-03   1.746891692E+01   4.417196550E+00   2.208598759E+02   0.000000000E+00   1.909719295E+01   2.400000000E+02   1.000000000E+00   1.988639450E+01 
  3.040000000E-03   1.878994105E+01   4.431055459E+00   2.215528212E+02   0.000000000E+00   1.746891692E+01   2.400000000E+02   1.000000000E+00   1.985432816E+01 
  3.050000000E-03   2.011008475E+01   4.426627697E+00   2.213314334E+02   0.000000000E+00   1.878994107E+01   2.400000000E+02   1.000000000E+00   1.981982994E+01 
  3.060000000E-03   2.142956848E+01   4.422204384E+00   2.211102668E+02   0.000000000E+00   2.011008476E+01   2.400000000E+02   0.000000000E+00   1.981243324E+01 
  3.070000000E-03   1.979628202E+01   4.417784339E+00   2.208892660E+02   0.000000000E+00   2.142956849E+01   2.400000000E+02   0.000000000E+00   1.983158112E+01 
  3.080000000E-03   1.815439893E+01   4.433559781E+00   2.216780377E+02   0.000000000E+00   1.979628202E+01   2.400000000E+02   1.000000000E+00   1.984720802E+01 
  3.090000000E-03   1.947496620E+01   4.447680865E+00   2.223840925E+02   0.000000000E+00   1.815439892E+01   2.400000000E+02   1.000000000E+00   1.982977104E+01 
  3.100000000E-03   2.079465334E+01   4.443236520E+00   2.221618740E+02   0.000000000E+00   1.947496621E+01   2.400000000E+02   1.000000000E+00   1.980946922E+01 
  3.110000000E-03   2.211368075E+01   4.438796594E+00   2.219398776E+02   0.000000000E+00   2.079465335E+01   2.400000000E+02   0.000000000E+00   1.981597519E+01 
  3.120000000E-03   2.046856396E+01   4.434359994E+00   2.217180476E+02   0.000000000E+00   2.211368076E+01   2.400000000E+02   0.000000000E+00   1.984873962E+01 
  3.130000000E-03   1.881442624E+01   4.450793611E+00   2.225397291E+02   0.000000000E+00   2.046856396E+01   2.400000000E+02   0.000000000E+00   1.987758636E+01 
  3.140000000E-03   1.715422267E+01   4.465560096E+00   2.232780538E+02   0.000000000E+00   1.881442623E+01   2.400000000E+02   1.000000000E+00   1.987286377E+01 
  3.150000000E-03   1.847545654E+01   4.479072089E+00   2.239536531E+02   0.000000000E+00   1.715422268E+01   2.400000000E+02   1.000000000E+00   1.983509254E+01 
  3.160000000E-03   1.979580984E+01   4.474596352E+00   2.237298663E+02   0.000000000E+00   1.847545656E+01   2.400000000E+02   1.000000000E+00   1.979468727E+01 
  3.170000000E-03   2.111550307E+01   4.470125091E+00   2.235063030E+02   0.000000000E+00   1.979580985E+01   2.400000000E+02   1.000000000E+00   1.978150558E+01 
  3.180000000E-03   2.243431660E+01   4.465657184E+00   2.232829073E+02   0.000000000E+00   2.111550307E+01   2.400000000E+02   0.000000000E+00   1.979498863E+01 
  3.190000000E-03   2.077096522E+01   4.461193726E+00   2.230597350E+02   0.000000000E+00   2.243431661E+01   2.400000000E+02   0.000000000E+00   1.983458710E+01 
  3.200000000E-03   1.909842783E+01   4.477907268E+00   2.238954128E+02   0.000000000E+00   2.077096522E+01   2.400000000E+02   0.000000000E+00   1.986994743E+01 
  3.210000000E-03   1.741970867E+01   4.492935062E+00   2.246468025E+02   0.000000000E+00   1.909842783E+01   2.400000000E+02   1.000000000E+00   1.987124252E+01 
  3.220000000E-03   1.874076560E+01   4.506694296E+00   2.253347641E+02   0.000000000E+00   1.741970866E+01   2.400000000E+02   1.000000000E+00   1.983899879E+01 
  3.230000000E-03   2.006094207E+01   4.502190961E+00   2.251095971E+02   0.000000000E+00   1.874076561E+01   2.400000000E+02   1.000000000E+00   1.980382347E+01 
  3.240000000E-03   2.138045856E+01   4.497692117E+00   2.248846551E+02   0.000000000E+00   2.006094208E+01   2.400000000E+02   0.000000000E+00   1.979576492E+01 
  3.250000000E-03   1.969703397E+01   4.493196656E+00   2.246598818E+02   0.000000000E+00   2.138045856E+01   2.400000000E+02   0.000000000E+00   1.981426430E+01 
  3.260000000E-03   1.800517904E+01   4.508810079E+00   2.254405527E+02   0.000000000E+00   1.969703398E+01   2.400000000E+02   1.000000000E+00   1.982875443E+01 
  3.270000000E-03   1.932584577E+01   4.522719337E+00   2.261360158E+02   0.000000000E+00   1.800517903E+01   2.400000000E+02   1.000000000E+00   1.980920219E+01 
  3.280000000E-03   2.064563229E+01   4.518199987E+00   2.259100482E+02   0.000000000E+00   1.932584578E+01   2.400000000E+02   1.000000000E+00   1.978632927E+01 
  3.290000000E-03   2.196475904E+01   4.513685155E+00   2.256843064E+02   0.000000000E+00   2.064563230E+01   2.400000000E+02   0.000000000E+00   1.979031754E+01 
  3.300000000E-03   2.027001890E+01   4.509173692E+00   2.254587338E+02   0.000000000E+00   2.196475904E+01   2.400000000E+02   0.000000000E+00   1.982061577E+01 
