Time,I_L4_,I_L5_,I_L6_,I_L7_,iout_est_filt_COMP,i_out_M_COMP,iout_est_COMP,udc_COMP,i_pred_COMP,i_ref_COMP,iL_COMP,Uref_COMP,iout_est_filt_MPC,i_out_M_MPC,iout_est_MPC,udc_MPC,i_pred_MPC,i_ref_IP2,iL_MPC,Uref_MPC,iout_est_filt_BB,i_out_M_BB,iout_est_BB,udc_BB,i_pred_BB,i_ref_BB,iL_BB,Uref_BB,i_exp,pwmBB,i_out_M_BB1,udc_BB1,i_pred_BB1,iL_BB1,Uref_BB1,pwmBB1,i_ref_BB1
0.259827,2.614395505,2.104847835,0.08671096613,19.44445632,-0.1482491572,0.1603381907,6.065979004,160.4353343,1.600557685,-0.861920476,2.654775628,160,-0.1483097808,0.1597562598,6.078338623,159.8354757,1.100355864,0.5811921358,2.14481063,160,0.161940796,0.1605433901,0.120303154,160.5520585,0,0.2584781945,0.1270825223,160,-0.8632660508,0,0.161435846,162.1224288,0,19.48653635,160,0,1.18734324
0.259834,2.048816375,1.545198535,-0.4783060117,18.85214136,-0.1482491572,0.1603381907,6.065979004,160.5127385,1.600557685,-0.861920476,2.089228772,160,-0.1483097808,0.1597562598,6.078338623,159.8951555,1.100355864,0.5811921358,1.585181991,160,0.1617287704,0.1605497388,0.1210971177,160.5409973,0,0.2591052949,-0.4379611376,160,-0.8632660508,0,0.1624103945,162.7884301,0,18.89464515,160,0,1.556656361
0.2598315,2.250859023,1.74510474,-0.2765588825,19.06436159,-0.1482491572,0.1603381907,6.065979004,160.4873669,1.600557685,-0.861920476,2.29126141,160,-0.1483097808,0.1597562598,6.078338623,159.8760901,1.100355864,0.5811921358,1.785082318,160,0.1617287704,0.1605497388,0.1210971177,160.5472179,0,0.2591052949,-0.2362029683,160,-0.8632660508,0,0.1624103945,162.5529545,0,19.10671565,160,0,1.556656361
0.2598285,2.493238943,1.984948253,-0.03439462521,19.31803211,-0.1482491572,0.1603381907,6.065979004,160.4535874,1.600557685,-0.861920476,2.533627093,160,-0.1483097808,0.1597562598,6.078338623,159.8499132,1.100355864,0.5811921358,2.024916576,160,0.161940796,0.1605433901,0.120303154,160.5513531,0,0.2584781945,0.005972321304,160,-0.8632660508,0,0.161435846,162.2668876,0,19.36020413,160,0,1.18734324
0.2220845,-1.199992032,0.5252498222,-1.172637012,3.123820243,-0.1137419872,0.1609323661,6.601006985,160.9067187,-2.428086996,-0.8570267558,-1.159428006,160,-0.1114511057,0.1601166595,6.664075851,160.1297882,-0.6856968403,2.425789118,0.5653548456,160,0.1597126943,0.1603944462,0.1202514172,160.3908352,0,0.2573754191,-1.239343874,160,-0.8594714403,1,0.1721025136,172.1748346,0,3.172044231,160,0,4.340178013
0.22208,-0.8347942776,0.8862132458,-1.773078406,3.557708292,-0.1137419872,0.1609323661,6.601006985,160.9323693,-2.428086996,-0.8570267558,-0.7942014228,160,-0.1114511057,0.1601166595,6.664075851,160.1166602,-0.6856968403,2.425789118,0.926321821,160,0.1597126943,0.1603944462,0.1202514172,160.3944444,0,0.2573754191,-1.839804746,160,-0.8594714403,1,0.1721025136,172.102516,0,3.605899906,160,0,4.340178013
0.2220915,-1.7674776,-0.03611365781,-0.2389742471,2.448373302,-0.1137419872,0.1609323661,6.601006985,160.8505731,-2.428086996,-0.8570267558,-1.726970396,160,-0.1114511057,0.1601166595,6.664075851,160.1341456,-0.6856968403,2.425789118,0.003975088703,160,0.1599656883,0.1603864215,0.2514648438,160.3852211,0,0.2555402815,-0.3056499907,160,-0.8594714403,1,0.1722500329,172.2680097,0,2.496636323,160,0,4.315847397
0.222085,-1.240552441,0.4851455237,-1.105932361,3.075592941,-0.1137419872,0.1609323661,6.601006985,160.9033671,-2.428086996,-0.8570267558,-1.199992035,160,-0.1114511057,0.1601166595,6.664075851,160.1307511,-0.6856968403,2.425789118,0.5252498205,160,0.1597126943,0.1603944462,0.1202514172,160.3904342,0,0.2573754191,-1.172637013,160,-0.8594714403,1,0.1721025136,172.182274,0,3.123820239,160,0,4.340178013
0.2220895,-1.605422067,0.1242506476,-0.5056905686,2.64141149,-0.1137419872,0.1609323661,6.601006985,160.8686412,-2.428086996,-0.8570267558,-1.564897278,160,-0.1114511057,0.1601166595,6.664075851,160.1349055,-0.6856968403,2.425789118,0.16434538,160,0.1597126943,0.1603944462,0.1202514172,160.3868251,0,0.2573754191,-0.5723751997,160,-0.8594714403,1,0.1721025136,172.2438009,0,2.689664971,160,0,4.340178013
0.222091,-1.726970395,0.003975089962,-0.3056499928,2.496636327,-0.1137419872,0.1609323661,6.601006985,160.855242,-2.428086996,-0.8570267558,-1.686458695,160,-0.1114511057,0.1601166595,6.664075851,160.1344859,-0.6856968403,2.425789118,0.04406543397,160,0.1599656883,0.1603864215,0.2514648438,160.3856221,0,0.2555402815,-0.3723279463,160,-0.8594714403,1,0.1722500329,172.2621385,0,2.544897086,160,0,4.315847397
